tournament,match_id,match_date,stage,referee,team,opponent,box_touches,box_entries,fouls_won_final3,def_box_contests,pens_for,pens_against,shots,xg,passes,fouls_won,fouls_committed,yellows,reds,duels,touches_final3,fouls_won_dzone,fk_shots,fk_xg,pen_xg
WC2018,7540,2018-06-19,Group Stage,Enrique Cáceres,Russia,Egypt,45,16,4,32,0,1,12,0.9811507970000001,467,11,10,2,0,26,470,1,0,0.0,0.0
WC2018,7540,2018-06-19,Group Stage,Enrique Cáceres,Egypt,Russia,45,16,1,24,1,0,14,0.9140182529999998,484,9,11,1,0,32,383,0,0,0.0,0.7835
WC2018,7531,2018-06-16,Group Stage,Szymon Marciniak,Iceland,Argentina,41,9,1,49,0,1,9,1.0321244945,224,9,17,0,0,39,143,0,0,0.0,0.0
WC2018,7531,2018-06-16,Group Stage,Szymon Marciniak,Argentina,Iceland,91,38,10,11,1,0,27,1.2970182487000002,796,17,11,0,0,19,958,0,3,0.058889957400000005,0.7835
WC2018,7570,2018-06-28,Group Stage,Damir Skomina,England,Belgium,26,12,7,11,0,0,12,1.2006863693,514,15,14,0,0,16,294,2,2,0.07986809,0.0
WC2018,7570,2018-06-28,Group Stage,Damir Skomina,Belgium,England,49,13,1,24,0,0,14,0.9653343229999999,569,14,16,2,0,30,266,0,0,0.0,0.0
WC2018,7586,2018-07-03,Round of 16,Damir Skomina,Switzerland,Sweden,47,21,3,16,0,0,16,0.5329880485,615,12,16,2,1,15,471,0,0,0.0,0.0
WC2018,7586,2018-07-03,Round of 16,Damir Skomina,Sweden,Switzerland,34,12,4,36,0,0,12,0.910466011,304,15,12,1,0,22,215,1,3,0.144697216,0.0
WC2018,7557,2018-06-25,Group Stage,Enrique Cáceres,Portugal,Iran,24,11,4,19,1,1,14,0.7389178248,630,16,9,2,0,18,562,2,1,0.040589333,0.7835
WC2018,7557,2018-06-25,Group Stage,Enrique Cáceres,Iran,Portugal,25,9,2,19,1,1,8,0.793469604,239,8,16,1,0,25,169,1,1,0.00943477,0.7835
WC2018,7542,2018-06-20,Group Stage,Mark Geiger,Portugal,Morocco,22,8,5,32,0,0,12,0.8849862430000001,397,21,18,1,0,37,234,1,2,0.183967732,0.0
WC2018,7542,2018-06-20,Group Stage,Mark Geiger,Morocco,Portugal,55,21,5,16,0,0,17,1.4551028735,519,17,23,1,0,29,514,3,1,0.042571124,0.0
WC2018,8656,2018-07-11,Semi-finals,Cüneyt Çakιr,England,Croatia,41,15,4,44,0,0,11,0.5466641000000001,537,24,13,1,0,11,316,2,1,0.087601066,0.0
WC2018,8656,2018-07-11,Semi-finals,Cüneyt Çakιr,Croatia,England,51,17,2,21,0,0,22,2.1413194335,656,12,26,2,0,28,537,1,0,0.0,0.0
WC2018,7548,2018-06-22,Group Stage,Björn Kuipers,Brazil,Costa Rica,111,31,7,12,0,0,23,3.0963627985,750,16,11,2,0,27,728,1,0,0.0,0.0
WC2018,7548,2018-06-22,Group Stage,Björn Kuipers,Costa Rica,Brazil,10,3,1,36,0,0,4,0.158693415,294,11,17,1,0,27,156,1,0,0.0,0.0
WC2018,7578,2018-06-15,Group Stage,Björn Kuipers,Uruguay,Egypt,50,19,3,15,0,0,16,1.9408185929999995,623,16,7,0,0,23,482,2,2,0.038728697,0.0
WC2018,7578,2018-06-15,Group Stage,Björn Kuipers,Egypt,Uruguay,29,10,3,22,0,0,8,0.364488455,469,6,16,1,0,47,368,0,0,0.0,0.0
WC2018,7553,2018-06-23,Group Stage,Milorad Mažić,South Korea,Mexico,37,13,1,18,0,1,17,0.8217932520000001,360,8,26,3,0,24,338,0,1,0.026791243,0.0
WC2018,7553,2018-06-23,Group Stage,Milorad Mažić,Mexico,South Korea,42,17,5,21,1,0,13,1.09405172,495,23,8,0,0,28,330,2,0,0.0,0.7835
WC2018,7536,2018-06-18,Group Stage,Janny Sikazwe,Panama,Belgium,13,5,3,28,0,0,7,0.62535498,364,16,20,5,0,29,276,2,1,0.009304588,0.0
WC2018,7536,2018-06-18,Group Stage,Janny Sikazwe,Belgium,Panama,70,22,10,9,0,0,15,1.212055155,610,20,17,3,0,23,464,2,3,0.163366502,0.0
WC2018,7555,2018-06-24,Group Stage,César Arturo Ramos Palazuelos,Poland,Colombia,29,11,1,29,0,0,11,1.114197838,448,10,17,2,0,33,277,0,0,0.0,0.0
WC2018,7555,2018-06-24,Group Stage,César Arturo Ramos Palazuelos,Colombia,Poland,33,13,2,29,0,0,13,1.3869427573000002,548,17,11,0,0,38,434,0,1,0.0061194333,0.0
WC2018,7576,2018-06-15,Group Stage,Gianluca Rocchi,Portugal,Spain,30,11,4,10,1,0,9,0.651095789,388,11,13,1,0,15,269,2,2,0.095791321,0.7835
WC2018,7576,2018-06-15,Group Stage,Gianluca Rocchi,Spain,Portugal,47,11,2,10,0,1,12,1.6609466705,780,12,11,1,0,21,568,1,1,0.05749292,0.0
WC2018,7565,2018-06-27,Group Stage,Alireza Faghani,Brazil,Serbia,62,21,0,31,0,0,15,1.419809182,653,12,7,0,0,30,433,0,0,0.0,0.0
WC2018,7565,2018-06-27,Group Stage,Alireza Faghani,Serbia,Brazil,59,17,0,27,0,0,11,0.9483194610000001,447,7,14,3,0,28,458,0,0,0.0,0.0
WC2018,7551,2018-06-23,Group Stage,Szymon Marciniak,Germany,Sweden,68,23,4,15,0,0,18,1.318084832,718,16,12,2,1,26,923,3,0,0.0,0.0
WC2018,7551,2018-06-23,Group Stage,Szymon Marciniak,Sweden,Germany,21,9,2,43,0,0,7,0.8151666949999999,234,10,17,2,0,16,159,0,0,0.0,0.0
WC2018,7537,2018-06-18,Group Stage,Wilmar Alexander Roldán Pérez,Tunisia,England,6,3,2,23,1,0,5,0.16215321200000002,368,9,15,0,0,36,150,0,0,0.0,0.7835
WC2018,7537,2018-06-18,Group Stage,Wilmar Alexander Roldán Pérez,England,Tunisia,72,26,6,6,0,1,18,2.626449744999999,570,14,9,1,0,14,504,2,2,0.11588943,0.0
WC2018,7580,2018-06-30,Round of 16,Alireza Faghani,France,Argentina,33,11,6,23,1,0,8,0.854527032,350,14,23,2,0,32,187,2,2,0.15658881,0.7835
WC2018,7580,2018-06-30,Round of 16,Alireza Faghani,Argentina,France,40,14,7,8,0,1,12,1.446559447,535,23,14,4,0,24,452,3,1,0.030227054,0.0
WC2018,7581,2018-07-01,Round of 16,Néstor Fabián Pitana,Croatia,Denmark,50,19,3,28,1,0,20,1.3867355979999998,665,19,7,0,0,23,427,1,1,0.06305066,0.7835
WC2018,7581,2018-07-01,Round of 16,Néstor Fabián Pitana,Denmark,Croatia,59,15,0,33,0,1,14,0.696494755,581,6,19,1,0,17,324,0,0,0.0,0.0
WC2018,7549,2018-06-22,Group Stage,Matthew Conger,Iceland,Nigeria,31,11,5,22,1,0,9,0.768661967,339,10,12,0,0,29,326,0,1,0.054394327,0.7835
WC2018,7549,2018-06-22,Group Stage,Matthew Conger,Nigeria,Iceland,37,12,2,23,0,1,17,1.3121593260000002,529,12,10,1,0,25,365,1,0,0.0,0.0
WC2018,7529,2018-06-16,Group Stage,Sandro Ricci,Croatia,Nigeria,29,13,4,25,1,0,10,0.9109666339999999,503,12,21,2,0,24,317,0,0,0.0,0.7835
WC2018,7529,2018-06-16,Group Stage,Sandro Ricci,Nigeria,Croatia,39,13,4,19,0,1,13,0.7623215977000002,425,20,15,1,0,23,216,1,0,0.0,0.0
WC2018,7562,2018-06-26,Group Stage,Sergey Karasev,Australia,Peru,51,20,4,10,0,0,16,1.6292696250000003,575,12,12,3,0,10,443,3,2,0.071985979,0.0
WC2018,7562,2018-06-26,Group Stage,Sergey Karasev,Peru,Australia,20,9,1,31,0,0,4,0.3363750876,431,12,12,2,0,39,215,1,0,0.0,0.0
WC2018,7571,2018-06-28,Group Stage,Milorad Mažić,Colombia,Senegal,11,6,3,10,0,0,4,0.28486186999999996,466,15,16,1,0,20,183,1,1,0.048187166,0.0
WC2018,7571,2018-06-28,Group Stage,Milorad Mažić,Senegal,Colombia,20,8,4,10,0,0,7,0.360865074,328,15,15,1,0,20,187,0,1,0.047152,0.0
WC2018,7568,2018-06-27,Group Stage,Clément Turpin,Switzerland,Costa Rica,37,14,2,13,0,1,13,1.2196792517,595,15,10,2,0,22,261,0,0,0.0,0.0
WC2018,7568,2018-06-27,Group Stage,Clément Turpin,Costa Rica,Switzerland,46,20,1,23,1,0,13,0.792712685,362,10,15,2,0,14,264,0,0,0.0,0.7835
WC2018,7530,2018-06-16,Group Stage,Andrés Cunha,Australia,France,8,4,4,24,1,1,4,0.196531062,444,15,20,3,0,39,173,0,0,0.0,0.7835
WC2018,7530,2018-06-16,Group Stage,Andrés Cunha,France,Australia,33,13,5,15,1,1,11,0.778057064,549,20,17,1,0,22,432,2,2,0.059988278,0.7835
WC2018,7558,2018-06-25,Group Stage,Malang Diedhiou,Uruguay,Russia,43,11,5,7,0,0,16,2.4825809298,526,18,19,1,0,27,335,2,2,0.185436,0.0
WC2018,7558,2018-06-25,Group Stage,Malang Diedhiou,Russia,Uruguay,21,7,5,17,0,0,3,0.180184531,380,19,19,2,1,15,319,2,0,0.0,0.0
WC2018,7583,2018-07-02,Round of 16,Gianluca Rocchi,Mexico,Brazil,50,17,1,22,0,0,14,0.5827998199999999,429,8,19,4,0,27,378,0,0,0.0,0.0
WC2018,7583,2018-07-02,Round of 16,Gianluca Rocchi,Brazil,Mexico,86,21,5,28,0,0,19,3.320421268,410,19,8,2,0,34,343,1,1,0.017940922,0.0
WC2018,7547,2018-06-21,Group Stage,Antonio Miguel Mateu Lahoz,Australia,Denmark,38,14,1,21,1,0,12,0.6286918910000001,533,6,6,0,0,21,372,0,0,0.0,0.7835
WC2018,7547,2018-06-21,Group Stage,Antonio Miguel Mateu Lahoz,Denmark,Australia,51,18,3,26,0,1,10,1.014444774,478,6,7,2,0,28,358,1,0,0.0,0.0
WC2018,7535,2018-06-17,Group Stage,Malang Diedhiou,Costa Rica,Serbia,36,16,2,17,0,0,10,0.5960217237,481,13,18,2,0,27,349,1,0,0.0,0.0
WC2018,7535,2018-06-17,Group Stage,Malang Diedhiou,Serbia,Costa Rica,46,17,2,28,0,0,12,1.9925690040000001,439,18,13,2,0,34,318,1,1,0.009479726,0.0
WC2018,8649,2018-07-06,Quarter-finals,Néstor Fabián Pitana,Uruguay,France,32,12,2,17,0,0,10,0.693195278,352,18,22,2,0,38,311,0,0,0.0,0.0
WC2018,8649,2018-07-06,Quarter-finals,Néstor Fabián Pitana,France,Uruguay,24,11,6,36,0,0,11,0.5387829577000001,567,21,18,2,0,31,480,0,1,0.0325434,0.0
WC2018,8658,2018-07-15,Final,Néstor Fabián Pitana,Croatia,France,57,21,6,13,0,1,15,1.4802876897,554,14,14,1,0,29,415,0,0,0.0,0.0
WC2018,8658,2018-07-15,Final,Néstor Fabián Pitana,France,Croatia,20,8,4,33,1,0,7,0.31446360800000006,292,13,14,1,0,24,137,2,0,0.0,0.7835
WC2018,7582,2018-07-01,Round of 16,Björn Kuipers,Russia,Spain,32,11,1,42,1,0,7,0.6229268090000001,326,5,21,2,0,29,255,0,0,0.0,0.7835
WC2018,7582,2018-07-01,Round of 16,Björn Kuipers,Spain,Russia,61,24,8,20,0,1,24,1.4411031539999999,1157,19,6,1,0,33,1016,2,0,0.0,0.0
WC2018,7552,2018-06-23,Group Stage,Jair Marrufo,Tunisia,Belgium,25,10,2,16,0,1,17,1.1881780826,467,12,15,1,0,14,392,1,0,0.0,0.0
WC2018,7552,2018-06-23,Group Stage,Jair Marrufo,Belgium,Tunisia,57,22,3,15,1,0,22,4.552922205000001,475,15,13,0,0,15,331,0,0,0.0,0.7835
WC2018,7532,2018-06-16,Group Stage,Bakary Papa Gassama,Peru,Denmark,82,24,4,20,1,0,16,1.1428781920000002,435,19,12,1,0,28,467,0,0,0.0,0.7835
WC2018,7532,2018-06-16,Group Stage,Bakary Papa Gassama,Denmark,Peru,34,15,2,25,0,1,11,1.1215676380000001,402,11,21,2,0,28,353,2,1,0.07605611,0.0
WC2018,7560,2018-06-25,Group Stage,Ravshan Irmatov,Spain,Morocco,85,27,6,5,0,0,18,2.6044931,753,18,6,0,0,20,706,2,0,0.0,0.0
WC2018,7560,2018-06-25,Group Stage,Ravshan Irmatov,Morocco,Spain,18,7,0,30,0,0,8,1.071760675,251,6,18,6,0,23,124,0,0,0.0,0.0
WC2018,7533,2018-06-17,Group Stage,César Arturo Ramos Palazuelos,Switzerland,Brazil,21,9,1,31,0,0,7,0.4721066513,458,11,21,2,0,24,318,0,0,0.0,0.0
WC2018,7533,2018-06-17,Group Stage,César Arturo Ramos Palazuelos,Brazil,Switzerland,61,22,11,15,0,0,21,1.8665897939999998,555,21,12,1,0,16,451,0,1,0.04032603,0.0
WC2018,7564,2018-06-26,Group Stage,Cüneyt Çakιr,Argentina,Nigeria,39,16,4,14,0,1,8,0.8505598590000001,595,19,17,3,0,23,422,2,1,0.091842376,0.0
WC2018,7564,2018-06-26,Group Stage,Cüneyt Çakιr,Nigeria,Argentina,20,9,3,16,1,0,8,0.521845181,322,17,21,2,0,23,190,1,1,0.046227314,0.7835
WC2018,7579,2018-06-30,Round of 16,César Arturo Ramos Palazuelos,Uruguay,Portugal,16,7,1,32,0,0,7,0.47600794099999993,291,12,14,0,0,35,193,0,1,0.043902274,0.0
WC2018,7579,2018-06-30,Round of 16,César Arturo Ramos Palazuelos,Portugal,Uruguay,59,26,2,16,0,0,21,0.9955767280999999,593,14,13,1,0,25,825,1,1,0.0663582,0.0
WC2018,7577,2018-06-15,Group Stage,Cüneyt Çakιr,Morocco,Iran,37,10,1,17,0,0,14,1.0591950264999999,492,16,22,1,0,18,297,1,0,0.0,0.0
WC2018,7577,2018-06-15,Group Stage,Cüneyt Çakιr,Iran,Morocco,18,4,2,18,0,0,8,0.6975558777,267,21,16,3,0,31,137,1,2,0.0150405117,0.0
WC2018,7525,2018-06-14,Group Stage,Néstor Fabián Pitana,Russia,Saudi Arabia,50,19,3,7,0,0,14,1.2816009420000003,388,12,23,1,0,26,334,1,1,0.0744545,0.0
WC2018,7525,2018-06-14,Group Stage,Néstor Fabián Pitana,Saudi Arabia,Russia,13,6,2,22,0,0,6,0.24880649999999999,572,23,12,1,0,43,301,0,0,0.0,0.0
WC2018,7566,2018-06-27,Group Stage,Néstor Fabián Pitana,Sweden,Mexico,36,12,4,30,1,0,14,2.0069868150000003,254,14,18,2,0,27,151,0,1,0.007870639,0.7835
WC2018,7566,2018-06-27,Group Stage,Néstor Fabián Pitana,Mexico,Sweden,52,18,4,14,0,1,22,1.6107035277000001,508,17,16,3,0,15,456,3,1,0.03963313,0.0
WC2018,8651,2018-07-07,Quarter-finals,Björn Kuipers,England,Sweden,68,21,3,10,0,0,12,0.75823599,563,12,8,1,0,20,486,2,0,0.0,0.0
WC2018,8651,2018-07-07,Quarter-finals,Björn Kuipers,Sweden,England,21,7,2,45,0,0,8,0.8341866389999999,400,8,14,2,0,31,188,1,1,0.08177389,0.0
WC2018,7567,2018-06-27,Group Stage,Mark Geiger,Germany,South Korea,115,39,3,13,0,0,29,2.706400562,734,15,7,0,0,20,905,0,0,0.0,0.0
WC2018,7567,2018-06-27,Group Stage,Mark Geiger,South Korea,Germany,35,11,1,47,0,0,12,1.774630282,259,6,16,4,0,24,186,0,1,0.019010931,0.0
WC2018,7541,2018-06-19,Group Stage,Damir Skomina,Colombia,Japan,28,13,2,15,0,1,10,0.8062560289999999,422,11,15,2,1,34,304,1,1,0.010644076,0.0
WC2018,7541,2018-06-19,Group Stage,Damir Skomina,Japan,Colombia,42,16,3,19,1,0,13,1.5371739599999996,630,14,11,0,0,31,500,1,0,0.0,0.7835
WC2018,8655,2018-07-10,Semi-finals,Andrés Cunha,France,Belgium,50,19,4,23,0,0,19,1.681686764,367,17,6,2,0,12,293,3,1,0.028889349,0.0
WC2018,8655,2018-07-10,Semi-finals,Andrés Cunha,Belgium,France,43,13,1,17,0,0,9,0.5668682939999999,623,6,17,3,0,17,479,0,0,0.0,0.0
WC2018,8657,2018-07-14,3rd Place Final,Alireza Faghani,England,Belgium,54,21,4,14,0,0,15,1.335356625,685,11,4,2,0,11,655,0,0,0.0,0.0
WC2018,8657,2018-07-14,3rd Place Final,Alireza Faghani,Belgium,England,49,19,0,28,0,0,11,1.32065846,499,4,12,1,0,17,433,0,0,0.0,0.0
WC2018,8652,2018-07-07,Quarter-finals,Sandro Ricci,Croatia,Russia,60,17,3,25,0,0,18,1.650474576,771,23,18,4,0,17,541,2,1,0.045481052,0.0
WC2018,8652,2018-07-07,Quarter-finals,Sandro Ricci,Russia,Croatia,50,18,3,37,0,0,13,1.070939122,417,15,24,1,0,24,284,0,0,0.0,0.0
WC2018,7563,2018-06-26,Group Stage,Sandro Ricci,France,Denmark,39,14,2,10,0,0,11,0.41814049500000006,699,11,10,0,0,16,716,0,0,0.0,0.0
WC2018,7563,2018-06-26,Group Stage,Sandro Ricci,Denmark,France,10,3,1,22,0,0,5,0.13895808480000002,342,10,11,1,0,30,205,0,1,0.008512876,0.0
WC2018,7556,2018-06-24,Group Stage,Gianluca Rocchi,Senegal,Japan,55,21,3,13,0,0,15,1.8782642929999998,392,9,15,3,0,25,352,1,0,0.0,0.0
WC2018,7556,2018-06-24,Group Stage,Gianluca Rocchi,Japan,Senegal,32,7,2,26,0,0,7,0.982192996,476,15,9,2,0,33,239,0,0,0.0,0.0
WC2018,7559,2018-06-25,Group Stage,Wilmar Alexander Roldán Pérez,Saudi Arabia,Egypt,50,14,5,14,2,0,19,0.9788154759999999,674,15,9,0,0,18,761,1,2,0.09632067999999999,1.567
WC2018,7559,2018-06-25,Group Stage,Wilmar Alexander Roldán Pérez,Egypt,Saudi Arabia,42,16,2,31,0,2,8,0.92372594,379,9,17,2,0,15,218,1,0,0.0,0.0
WC2022,3857276,2022-12-01,Group Stage,Raphael Claus,Canada,Morocco,23,8,2,9,0,0,5,1.095618012,562,15,16,4,0,21,312,0,0,0.0,0.0
WC2022,3857276,2022-12-01,Group Stage,Raphael Claus,Morocco,Canada,18,5,3,25,0,0,7,0.42640382499999996,393,16,15,0,0,42,172,0,1,0.02207015,0.0
WC2022,3857271,2022-11-21,Group Stage,Raphael Claus,England,Iran,48,14,4,5,0,1,13,1.987157745,846,17,9,0,0,30,451,0,1,0.042866398,0.0
WC2022,3857271,2022-11-21,Group Stage,Raphael Claus,Iran,England,14,6,3,32,1,0,7,0.6721585987,247,9,21,2,0,25,149,2,0,0.0,0.7835
WC2022,3857296,2022-12-01,Group Stage,Anthony Taylor,Croatia,Belgium,67,25,1,28,0,0,11,0.695021896,609,10,11,0,0,22,493,0,0,0.0,0.0
WC2022,3857296,2022-12-01,Group Stage,Anthony Taylor,Belgium,Croatia,59,16,1,25,0,0,16,2.3818400918,630,10,10,1,0,24,348,0,0,0.0,0.0
WC2022,3857274,2022-11-25,Group Stage,Mustapha Ghorbal,Ecuador,Netherlands,30,9,1,10,0,0,15,1.651054305,463,14,13,1,0,45,244,0,0,0.0,0.0
WC2022,3857274,2022-11-25,Group Stage,Mustapha Ghorbal,Netherlands,Ecuador,6,3,1,25,0,0,2,0.104464025,552,12,16,0,0,49,222,0,0,0.0,0.0
WC2022,3857255,2022-12-01,Group Stage,Victor Miguel de Freitas Gomes,Spain,Japan,42,17,1,6,0,0,12,0.8577122079999999,1093,11,8,0,0,28,817,0,0,0.0,0.0
WC2022,3857255,2022-12-01,Group Stage,Victor Miguel de Freitas Gomes,Japan,Spain,28,9,1,26,0,0,6,1.157800672,253,8,11,3,0,27,126,0,0,0.0,0.0
WC2022,3857272,2022-11-25,Group Stage,Jesús Valenzuela Sáez,England,United States,51,20,3,22,0,0,8,0.460638346,582,15,11,0,0,19,368,0,0,0.0,0.0
WC2022,3857272,2022-11-25,Group Stage,Jesús Valenzuela Sáez,United States,England,36,15,0,24,0,0,10,0.514287002,456,11,16,0,0,36,278,0,0,0.0,0.0
WC2022,3857278,2022-11-29,Group Stage,Antonio Miguel Mateu Lahoz,United States,Iran,49,17,0,21,0,0,12,1.169654601,517,17,13,1,0,37,437,0,1,0.080397844,0.0
WC2022,3857278,2022-11-29,Group Stage,Antonio Miguel Mateu Lahoz,Iran,United States,24,10,2,21,0,0,4,0.9207899420000001,515,11,21,3,0,41,260,1,0,0.0,0.0
WC2022,3857277,2022-11-23,Group Stage,Fernando Andrés Rapallini,Croatia,Morocco,33,12,3,12,0,0,5,0.8498605050000001,686,17,12,0,0,37,295,0,0,0.0,0.0
WC2022,3857277,2022-11-23,Group Stage,Fernando Andrés Rapallini,Morocco,Croatia,15,5,3,24,0,0,8,0.36263897600000006,384,12,18,1,0,36,194,1,1,0.06625415,0.0
WC2022,3857273,2022-11-25,Group Stage,Mario Alberto Escobar Toca,Wales,Iran,35,11,2,37,0,0,10,0.6156351910000001,559,10,9,1,1,26,357,1,0,0.0,0.0
WC2022,3857273,2022-11-25,Group Stage,Mario Alberto Escobar Toca,Iran,Wales,45,17,2,19,0,0,21,1.4539579476000002,363,9,10,2,0,44,279,0,0,0.0,0.0
WC2022,3857275,2022-11-30,Group Stage,Matthew Conger,Tunisia,France,28,12,2,33,0,0,5,0.298346986,361,8,16,1,0,44,237,0,0,0.0,0.0
WC2022,3857275,2022-11-30,Group Stage,Matthew Conger,France,Tunisia,42,15,1,18,0,0,10,0.47698937399999997,661,16,8,0,0,42,458,1,1,0.06416701,0.0
WC2022,3857261,2022-11-29,Group Stage,Slavko Vinčić,England,Wales,78,25,3,5,0,0,18,2.91548517,630,17,11,0,0,20,435,1,1,0.05780817,0.0
WC2022,3857261,2022-11-29,Group Stage,Slavko Vinčić,Wales,England,12,6,1,23,0,0,7,0.208009498,351,11,19,2,0,34,134,0,1,0.031328887,0.0
WC2022,3857290,2022-11-24,Group Stage,Facundo Tello Figueroa,Switzerland,Cameroon,30,13,1,20,0,0,7,1.426544536,549,10,14,2,0,29,346,0,0,0.0,0.0
WC2022,3857290,2022-11-24,Group Stage,Facundo Tello Figueroa,Cameroon,Switzerland,31,8,5,24,0,0,8,0.6130733495,533,13,10,1,0,33,342,0,0,0.0,0.0
WC2022,3857298,2022-11-24,Group Stage,Ismail Elfath,Portugal,Ghana,50,22,6,13,1,0,10,1.313373393,665,20,15,2,0,31,476,1,0,0.0,0.7835
WC2022,3857298,2022-11-24,Group Stage,Ismail Elfath,Ghana,Portugal,15,5,1,23,0,1,9,0.7800233097,415,15,20,4,0,47,157,0,0,0.0,0.0
WC2022,3857285,2022-11-21,Group Stage,Wilton Pereira Sampaio,Netherlands,Senegal,40,14,3,18,0,0,10,1.1238838,491,12,16,1,0,29,337,2,0,0.0,0.0
WC2022,3857285,2022-11-21,Group Stage,Wilton Pereira Sampaio,Senegal,Netherlands,55,19,3,31,0,0,15,0.6914927064999999,430,16,13,2,0,35,441,2,0,0.0,0.0
WC2022,3857282,2022-11-21,Group Stage,Abdulrahman Ibrahim Al Jassim,Wales,United States,32,12,2,30,1,0,6,0.6118360119999999,443,16,10,2,0,40,213,0,0,0.0,0.7835
WC2022,3857282,2022-11-21,Group Stage,Abdulrahman Ibrahim Al Jassim,United States,Wales,37,11,1,20,0,1,6,0.6024987946,610,10,17,4,0,32,409,0,0,0.0,0.0
WC2022,3857297,2022-11-26,Group Stage,Wilton Pereira Sampaio,Poland,Saudi Arabia,40,15,0,32,0,1,9,1.734172485,337,15,18,3,0,31,254,0,0,0.0,0.0
WC2022,3857297,2022-11-26,Group Stage,Wilton Pereira Sampaio,Saudi Arabia,Poland,61,24,4,16,1,0,16,1.188476484,582,17,16,2,0,38,566,1,1,0.0660456,0.7835
WC2022,3857294,2022-11-29,Group Stage,Bakary Papa Gassama,Qatar,Netherlands,16,7,2,16,0,0,5,0.143716575,486,18,8,0,0,26,280,1,0,0.0,0.0
WC2022,3857294,2022-11-29,Group Stage,Bakary Papa Gassama,Netherlands,Qatar,43,12,0,10,0,0,13,1.7139532729999998,832,7,19,1,0,25,643,0,0,0.0,0.0
WC2022,3857266,2022-11-26,Group Stage,Szymon Marciniak,France,Denmark,78,26,3,21,0,0,21,1.9335694290000003,540,11,4,1,0,41,376,0,0,0.0,0.0
WC2022,3857266,2022-11-26,Group Stage,Szymon Marciniak,Denmark,France,28,10,1,31,0,0,10,0.888543842,567,4,11,2,0,41,411,0,0,0.0,0.0
WC2022,3857284,2022-11-23,Group Stage,Ivan Arcides Barton Cisneros,Germany,Japan,96,30,4,13,1,0,25,1.9845194209999997,826,13,7,0,0,29,662,0,0,0.0,0.7835
WC2022,3857284,2022-11-23,Group Stage,Ivan Arcides Barton Cisneros,Japan,Germany,35,14,0,38,0,1,12,1.2492595809999998,294,7,15,0,0,48,166,0,0,0.0,0.0
WC2022,3857254,2022-11-22,Group Stage,César Arturo Ramos Palazuelos,Tunisia,Denmark,27,10,1,42,0,0,13,1.0599351179999998,417,13,10,1,0,46,162,0,0,0.0,0.0
WC2022,3857254,2022-11-22,Group Stage,César Arturo Ramos Palazuelos,Denmark,Tunisia,44,21,2,17,0,0,11,1.5665587579999998,646,9,13,2,0,30,443,1,0,0.0,0.0
WC2022,3857265,2022-11-22,Group Stage,Chris Beath,Poland,Mexico,15,5,2,29,1,0,5,0.35442622799999995,362,14,15,1,0,31,225,0,0,0.0,0.7835
WC2022,3857265,2022-11-22,Group Stage,Chris Beath,Mexico,Poland,41,14,1,21,0,1,11,0.5291349314,544,14,14,2,0,43,376,0,0,0.0,0.0
WC2022,3857301,2022-11-25,Group Stage,Antonio Miguel Mateu Lahoz,Qatar,Senegal,31,12,3,23,0,0,10,0.9600861729999999,452,13,11,3,0,34,201,1,0,0.0,0.0
WC2022,3857301,2022-11-25,Group Stage,Antonio Miguel Mateu Lahoz,Senegal,Qatar,36,13,1,23,0,0,12,0.9029646219999999,547,10,13,3,0,23,448,0,0,0.0,0.0
WC2022,3857268,2022-11-23,Group Stage,Janny Sikazwe,Canada,Belgium,73,26,1,8,1,0,21,1.7627123359999999,480,10,15,2,0,22,424,0,0,0.0,0.7835
WC2022,3857268,2022-11-23,Group Stage,Janny Sikazwe,Belgium,Canada,29,13,1,42,0,1,9,0.6700408539999999,534,15,11,3,0,29,178,0,0,0.0,0.0
WC2022,3857269,2022-11-28,Group Stage,Ivan Arcides Barton Cisneros,Switzerland,Brazil,26,9,1,34,0,0,6,0.288629175,513,10,18,1,0,33,212,0,0,0.0,0.0
WC2022,3857269,2022-11-28,Group Stage,Ivan Arcides Barton Cisneros,Brazil,Switzerland,45,21,7,17,0,0,13,0.922729946,597,18,10,1,0,32,536,4,0,0.0,0.0
WC2022,3869321,2022-12-09,Quarter-finals,Antonio Miguel Mateu Lahoz,Netherlands,Argentina,32,10,7,19,0,1,7,0.569537827,691,20,37,5,0,33,316,2,1,0.08017064,0.0
WC2022,3869321,2022-12-09,Quarter-finals,Antonio Miguel Mateu Lahoz,Argentina,Netherlands,47,15,5,20,1,0,13,1.1556971310000004,640,37,22,8,0,43,413,0,1,0.07608311,0.7835
WC2022,3857292,2022-12-01,Group Stage,Stéphanie Frappart,Germany,Costa Rica,130,41,0,10,0,0,31,4.316106397,766,4,9,0,0,28,864,0,0,0.0,0.0
WC2022,3857292,2022-12-01,Group Stage,Stéphanie Frappart,Costa Rica,Germany,23,8,1,52,0,0,7,1.0347440669999999,374,9,4,1,0,38,161,0,0,0.0,0.0
WC2022,3857295,2022-11-27,Group Stage,Michael Oliver,Costa Rica,Japan,8,3,3,27,0,0,4,0.199368384,470,23,13,3,0,37,102,0,0,0.0,0.0
WC2022,3857295,2022-11-27,Group Stage,Michael Oliver,Japan,Costa Rica,30,11,6,8,0,0,13,0.773533495,619,13,24,3,0,26,455,2,2,0.18586648,0.0
